review_id,customer_name,age,brand,model,price_usd,currency,exchange_rate_to_usd,rating,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,source,price_usd_log,sentiment_encoded,verified_purchase_encoded,sentiment_enc,verified_enc,brand_enc,model_enc,country_enc,cluster
14367,Dariusz Trüb,27,Apple,iPhone 14,1429.62,EUR,0.93,5,Positive,Germany,German,2025-09-06,True,5,5,5,5,4,4,store,7.2658631957247515,2,1,2,1,0,19,3,1
14369,Petra Weitzel,43,Samsung,Galaxy S24,483.31,EUR,0.93,4,Positive,Germany,German,2024-12-06,False,5,3,3,4,2,8,Flipkart,6.182725197554465,2,0,2,0,5,3,3,1
14370,Ms Jacqueline Lewis,35,OnePlus,OnePlus 11R,556.78,GBP,0.78,3,Neutral,UK,English,2025-02-02,True,2,4,3,4,2,5,Amazon,6.3239646194053645,1,1,1,1,3,7,6,1
14374,Marie Reed,20,Samsung,Galaxy A55,1024.87,USD,1.0,4,Positive,USA,English,2024-01-03,False,3,4,4,2,1,3,BestBuy,6.933296312049854,2,0,2,0,5,1,7,1
14375,Eric Weber,36,Xiaomi,Redmi Note 13,330.98,USD,1.0,3,Positive,USA,English,2025-03-14,True,3,2,2,2,3,5,AliExpress,5.8050747261380735,2,1,2,1,6,17,7,1
14376,Dr Dean Lawrence,22,Samsung,Galaxy Note 20,1197.86,GBP,0.78,4,Positive,UK,English,2024-09-26,True,5,2,4,4,3,4,Flipkart,7.089126384240096,2,1,2,1,5,2,6,1
14377,Yago da Paz,47,Apple,iPhone 15 Pro,1173.09,BRL,5.7,3,Neutral,Brazil,Portuguese,2025-02-08,True,3,3,4,5,5,4,Amazon,7.068248658437813,1,1,1,1,0,20,1,1
14378,Katherine Rodriguez,18,OnePlus,OnePlus 11R,986.33,USD,1.0,3,Positive,USA,English,2024-09-04,False,2,4,2,3,2,8,AliExpress,6.895004330056704,2,0,2,0,3,7,7,1
14382,Danielle Butler,41,OnePlus,OnePlus 12,782.36,USD,1.0,5,Positive,USA,English,2023-05-29,True,5,4,5,5,4,8,Flipkart,6.663592360443852,2,1,2,1,3,8,7,1
14385,Frau Annett Trüb B.A.,18,Xiaomi,Poco X6,608.34,EUR,0.93,4,Positive,Germany,German,2023-05-31,True,3,4,4,4,5,5,eBay,6.412376404205172,2,1,2,1,6,13,3,1
14386,Hans-Gerhard Kruschwitz,18,OnePlus,OnePlus 11R,737.45,EUR,0.93,4,Positive,Germany,German,2024-08-10,True,3,4,4,2,4,5,Flipkart,6.604553394872319,2,1,2,1,3,7,3,1
14387,Arthur Glenn,30,OnePlus,OnePlus 12,357.28,AED,3.67,5,Positive,UAE,English,2023-02-18,True,5,5,5,5,5,4,eBay,5.881314803606995,2,1,2,1,3,8,5,1
14388,Barbara Rodriguez,24,OnePlus,OnePlus 11R,548.98,AED,3.67,5,Positive,UAE,English,2023-12-11,True,5,5,5,5,5,4,BestBuy,6.30988191392898,2,1,2,1,3,7,5,1
14390,Susan Delacruz,39,Apple,iPhone 13,798.59,CAD,1.38,3,Positive,Canada,English,2025-02-22,True,2,2,3,1,5,5,BestBuy,6.684099096294915,2,1,2,1,0,18,2,1
14392,Brian Peters,32,Apple,iPhone SE,1025.92,AED,3.67,4,Positive,UAE,English,2025-07-24,True,5,3,5,3,5,2,eBay,6.934319310107688,2,1,2,1,0,21,5,1
14394,Sean Walters,32,Xiaomi,Mi 13 Pro,444.67,CAD,1.38,4,Positive,Canada,English,2024-10-26,False,3,5,3,5,4,8,eBay,6.099578767837426,2,0,2,0,6,5,2,1
14395,Ing. Baptist Nette B.Eng.,32,Motorola,Razr 40,669.45,EUR,0.93,5,Positive,Germany,German,2023-03-07,True,5,4,4,5,5,6,eBay,6.5079491287256515,2,1,2,1,2,14,3,1
14396,Yvonne Lee-Ward,21,Xiaomi,Poco X6,224.37,GBP,0.78,4,Positive,UK,English,2024-01-31,True,4,4,3,4,4,4,eBay,5.417743496030575,2,1,2,1,6,13,6,1
14399,Oeshi Mitra,46,Google,Pixel 6,942.6,INR,83.0,5,Positive,India,Hindi,2025-06-10,False,3,5,4,2,5,5,Amazon,6.84970234753352,2,0,2,0,1,10,4,1
14400,Matthew Sullivan,18,OnePlus,OnePlus Nord 3,405.0,CAD,1.38,3,Neutral,Canada,English,2022-11-27,True,4,5,4,2,4,2,BestBuy,6.0063531596017325,1,1,1,1,3,9,2,1
14401,Janet Hall,38,OnePlus,OnePlus 11R,789.07,AED,3.67,5,Positive,UAE,English,2024-07-23,False,4,5,4,3,5,4,AliExpress,6.6721215491305825,2,0,2,0,3,7,5,1
14402,Katrina Cook,48,Xiaomi,Mi 13 Pro,579.65,USD,1.0,3,Neutral,USA,English,2023-01-14,True,5,4,4,5,5,5,eBay,6.364148165691767,1,1,1,1,6,5,7,1
14404,Ms Katherine Baker,22,Apple,iPhone 14,783.88,GBP,0.78,5,Positive,UK,English,2022-10-24,True,3,5,4,5,2,3,AliExpress,6.665530839855135,2,1,2,1,0,19,6,1
14405,Gagan Sachdev,22,Motorola,Edge 50,563.53,INR,83.0,4,Positive,India,Hindi,2024-05-12,True,5,2,5,3,3,4,BestBuy,6.335993526553158,2,1,2,1,2,0,4,1
14408,Pietra Mendonça,28,Samsung,Galaxy A55,783.94,BRL,5.7,3,Positive,Brazil,Portuguese,2024-12-18,True,3,1,2,3,1,9,AliExpress,6.66560728174023,2,1,2,1,5,1,1,1
14412,Eileen Collins-Perry,31,Realme,Realme 12 Pro,456.47,GBP,0.78,4,Positive,UK,English,2023-09-22,True,3,3,3,4,3,9,AliExpress,6.12571130879503,2,1,2,1,4,15,6,1
14413,Alexander Smith,21,Xiaomi,Poco X6,450.81,AED,3.67,4,Positive,UAE,English,2023-12-08,False,4,3,3,2,2,3,AliExpress,6.113261737476429,2,0,2,0,6,13,5,1
14414,Gregory Sherman,24,Motorola,Razr 40,790.25,AED,3.67,3,Neutral,UAE,English,2025-01-07,True,2,3,3,2,5,5,Flipkart,6.673613973458386,1,1,1,1,2,14,5,1
14415,Travis Gray,54,Motorola,Razr 40,398.91,AED,3.67,4,Positive,UAE,English,2023-09-11,True,3,3,4,1,4,4,eBay,5.991239521791685,2,1,2,1,2,14,5,1
14417,Tanner Thomas,18,Google,Pixel 7a,627.71,CAD,1.38,5,Positive,Canada,English,2024-09-29,True,2,5,5,5,3,6,Flipkart,6.443670101099961,2,1,2,1,1,11,2,1
14418,Andrew Montgomery,41,OnePlus,OnePlus 12,825.72,CAD,1.38,4,Positive,Canada,English,2025-04-14,True,3,4,3,3,4,2,Flipkart,6.717466064538875,2,1,2,1,3,8,2,1
14419,Christopher Cannon,24,Realme,Realme Narzo 70,261.94,AED,3.67,5,Positive,UAE,English,2023-12-31,False,5,4,5,5,4,4,store,5.571925869268458,2,0,2,0,4,16,5,1
14422,Janani Bava,45,Motorola,Razr 40,621.64,INR,83.0,4,Positive,India,Hindi,2025-05-19,True,3,2,4,2,5,5,AliExpress,6.433968502651132,2,1,2,1,2,14,4,1
14423,James Lewis,34,OnePlus,OnePlus 11R,921.74,USD,1.0,5,Positive,USA,English,2025-03-20,True,5,5,2,5,4,2,eBay,6.827347504679887,2,1,2,1,3,7,7,1
14427,Univ.Prof. Gabriel Ruppersberger,48,Samsung,Galaxy S24,1386.09,EUR,0.93,4,Positive,Germany,German,2023-04-07,True,4,4,4,2,3,3,BestBuy,7.234963306457698,2,1,2,1,5,3,3,1
14430,Yauvani Kakar,38,Google,Pixel 7a,538.25,INR,83.0,4,Positive,India,Hindi,2025-08-05,True,3,3,2,3,4,5,Flipkart,6.290179285269266,2,1,2,1,1,11,4,1
14432,Aurora Monteiro,42,Samsung,Galaxy S24,1174.09,BRL,5.7,3,Neutral,Brazil,Portuguese,2024-09-20,False,3,2,4,4,3,3,Flipkart,7.069100019389636,1,0,1,0,5,3,1,1
14437,Käte Eberhardt,31,Google,Pixel 6,787.14,EUR,0.93,3,Positive,Germany,German,2023-11-12,True,3,3,1,4,4,5,eBay,6.669675739051946,2,1,2,1,1,10,3,1
14438,Heather Miller,47,OnePlus,OnePlus Nord 3,671.68,CAD,1.38,4,Positive,Canada,English,2024-05-23,True,2,4,4,5,4,4,BestBuy,6.511269733654549,2,1,2,1,3,9,2,1
14440,Kimberly Stevens,30,Google,Pixel 7a,954.66,AED,3.67,3,Positive,UAE,English,2023-05-23,True,3,1,1,4,4,8,BestBuy,6.862402201257897,2,1,2,1,1,11,5,1
14441,Vicki Wolfe,29,OnePlus,OnePlus 11R,663.47,CAD,1.38,4,Neutral,Canada,English,2025-07-02,False,4,3,3,2,4,1,AliExpress,6.498989730407294,1,0,1,0,3,7,2,1
14442,Dominic Noble,18,Realme,Realme 12 Pro,514.26,USD,1.0,5,Positive,USA,English,2025-10-01,True,4,3,4,4,4,5,Amazon,6.244671627636577,2,1,2,1,4,15,7,1
14444,Frau Nuran Lorch B.A.,29,Samsung,Galaxy A55,857.68,EUR,0.93,5,Positive,Germany,German,2025-01-25,True,4,3,5,5,4,4,eBay,6.755396326385887,2,1,2,1,5,1,3,1
14445,Kimberly Jones,27,OnePlus,OnePlus 11R,488.19,AED,3.67,3,Positive,UAE,English,2025-07-28,True,3,2,3,3,3,5,BestBuy,6.192750962066882,2,1,2,1,3,7,5,1
14446,João Vitor da Paz,39,Realme,Realme Narzo 70,458.38,BRL,5.7,3,Neutral,Brazil,Portuguese,2024-06-12,True,3,3,2,4,3,2,Flipkart,6.129877754261608,1,1,1,1,4,16,1,1
14448,John Lewis,25,OnePlus,OnePlus 12,668.26,USD,1.0,4,Positive,USA,English,2024-08-22,True,3,3,2,5,5,3,AliExpress,6.506172624388195,2,1,2,1,3,8,7,1
14450,Jessica Hall,24,Realme,Realme Narzo 70,374.0,CAD,1.38,4,Positive,Canada,English,2023-07-01,True,3,5,5,3,3,8,BestBuy,5.926926025970411,2,1,2,1,4,16,2,1
14452,Dipl.-Ing. Eckhard Mentzel,27,Google,Pixel 8,1070.42,EUR,0.93,5,Positive,Germany,German,2025-03-04,True,4,5,5,4,5,4,eBay,6.976740150437088,2,1,2,1,1,12,3,1
14453,Jenna Reese,36,OnePlus,OnePlus 12,759.27,CAD,1.38,4,Neutral,Canada,English,2023-06-25,True,4,2,4,2,4,1,BestBuy,6.633673633347258,1,1,1,1,3,8,2,1
14456,Kimberly Woods,18,Samsung,Galaxy S24,812.59,AED,3.67,4,Positive,UAE,English,2025-05-28,True,3,4,3,5,3,7,AliExpress,6.7014565536067,2,1,2,1,5,3,5,1
14457,Olivia Smith,29,OnePlus,OnePlus Nord 3,946.55,GBP,0.78,5,Positive,UK,English,2024-01-04,True,4,4,5,5,3,3,Flipkart,6.853879706012819,2,1,2,1,3,9,6,1
14458,Jessica Collins,38,Realme,Realme 12 Pro,589.01,USD,1.0,4,Positive,USA,English,2023-12-20,True,3,3,5,3,4,7,BestBuy,6.380139485908672,2,1,2,1,4,15,7,1
14459,Breno Abreu,23,Motorola,Moto G Power,251.75,BRL,5.7,4,Positive,Brazil,Portuguese,2024-04-08,False,3,5,1,4,4,5,Flipkart,5.532400857900581,2,0,2,0,2,6,1,1
14460,Billy Burns,25,Google,Pixel 6,856.49,GBP,0.78,3,Positive,UK,English,2022-12-13,True,3,2,2,2,3,8,AliExpress,6.754009517164516,2,1,2,1,1,10,6,1
14461,Frank Campos,43,Realme,Realme 12 Pro,582.35,AUD,1.53,4,Positive,Australia,English,2023-09-23,True,4,4,4,5,4,5,Flipkart,6.368787349269866,2,1,2,1,4,15,0,1
14462,David Anderson,36,Google,Pixel 6,828.86,CAD,1.38,4,Positive,Canada,English,2024-01-29,True,3,4,3,3,4,0,eBay,6.7212570118646715,2,1,2,1,1,10,2,1
14463,Mary Fischer,18,Xiaomi,Poco X6,292.49,AED,3.67,5,Positive,UAE,English,2023-12-27,False,5,5,5,4,5,7,eBay,5.681843567137447,2,0,2,0,6,13,5,1
14464,Barbara Sampson,36,Samsung,Galaxy S24,1382.36,AUD,1.53,5,Positive,Australia,English,2024-05-17,True,3,5,5,5,5,4,Amazon,7.232270601479267,2,1,2,1,5,3,0,1
14467,Mitchell Mueller DDS,43,Apple,iPhone 13,967.61,AUD,1.53,4,Positive,Australia,English,2025-08-25,True,4,3,3,4,5,7,AliExpress,6.875862054095062,2,1,2,1,0,18,0,1
14470,Chelsea Turner,20,Realme,Realme 12 Pro,375.63,AED,3.67,5,Positive,UAE,English,2025-08-11,True,4,5,4,5,4,5,AliExpress,5.931263273167188,2,1,2,1,4,15,5,1
14471,Jill Martinez,25,Google,Pixel 8,663.12,USD,1.0,5,Positive,USA,English,2025-05-30,True,4,5,5,4,3,3,Flipkart,6.498462856039586,2,1,2,1,1,12,7,1
14472,Vamakshi Gala,26,OnePlus,OnePlus Nord 3,593.18,INR,83.0,3,Positive,India,Hindi,2024-01-02,True,4,3,3,3,1,3,store,6.387182303761266,2,1,2,1,3,9,4,1
14474,Christopher Stone,24,Realme,Realme Narzo 70,508.91,USD,1.0,5,Positive,USA,English,2025-09-19,True,4,3,5,5,5,4,BestBuy,6.23423423955737,2,1,2,1,4,16,7,1
14478,Margaret Nash,22,Motorola,Edge 50,776.38,USD,1.0,4,Positive,USA,English,2025-05-01,True,4,3,4,2,3,3,BestBuy,6.655929291305604,2,1,2,1,2,0,7,1
14481,Michael Watkins,22,Google,Pixel 7a,661.1,AUD,1.53,4,Positive,Australia,English,2023-06-03,True,2,3,3,3,3,7,Flipkart,6.495416601930801,2,1,2,1,1,11,0,1
14487,Jalsa Sheth,21,Google,Pixel 6,946.65,INR,83.0,3,Positive,India,Hindi,2025-03-28,True,2,4,3,1,2,7,eBay,6.853985235772309,2,1,2,1,1,10,4,1
14488,Mr Mohammed Pearson,29,Samsung,Galaxy S24,1129.58,GBP,0.78,4,Positive,UK,English,2025-09-29,True,3,2,2,3,3,3,eBay,7.030486054362454,2,1,2,1,5,3,6,1
14489,Mary Hebert,32,Xiaomi,Mi 13 Pro,205.86,CAD,1.38,3,Positive,Canada,English,2023-07-11,True,3,3,2,4,2,4,Flipkart,5.3320422359496575,2,1,2,1,6,5,2,1
14493,Yasmin Caldeira,26,Xiaomi,Redmi Note 13,479.47,BRL,5.7,5,Positive,Brazil,Portuguese,2024-11-22,True,4,4,5,4,4,7,Flipkart,6.1747647914976245,2,1,2,1,6,17,1,1
14496,Agastya Toor,36,OnePlus,OnePlus 11R,836.69,INR,83.0,3,Neutral,India,Hindi,2024-12-22,True,3,4,2,3,2,5,AliExpress,6.730648103640738,1,1,1,1,3,7,4,1
14497,Kristina Richards,43,Google,Pixel 7a,785.75,USD,1.0,5,Positive,USA,English,2025-04-03,True,4,5,5,5,5,2,Flipkart,6.667910535944516,2,1,2,1,1,11,7,1
14500,Jennifer Reyes,31,Samsung,Galaxy A55,1347.06,AUD,1.53,4,Positive,Australia,English,2022-12-31,True,4,3,4,3,4,5,BestBuy,7.206421800867451,2,1,2,1,5,1,0,1
14501,Wolfhard Ruppersberger,26,Realme,Realme Narzo 70,206.18,EUR,0.93,3,Neutral,Germany,German,2025-04-15,True,3,3,2,4,3,7,store,5.333587980629956,1,1,1,1,4,16,3,1
14503,Imaran Chauhan,18,Apple,iPhone 15 Pro,1424.17,INR,83.0,5,Positive,India,Hindi,2024-09-07,False,5,5,4,4,5,4,eBay,7.262046383832895,2,0,2,0,0,20,4,1
14509,Kenneth Hunter,18,Motorola,Moto G Power,642.15,AED,3.67,3,Positive,UAE,English,2025-01-08,True,4,2,3,2,2,7,AliExpress,6.466377978524725,2,1,2,1,2,6,5,1
14514,Ekiya Sundaram,29,Google,Pixel 8,507.71,INR,83.0,3,Positive,India,Hindi,2023-02-25,True,3,3,1,3,3,5,Flipkart,6.231878109587146,2,1,2,1,1,12,4,1
14516,Richard Thomas,23,Samsung,Galaxy A55,496.85,GBP,0.78,4,Positive,UK,English,2023-03-08,True,5,2,3,3,5,9,Amazon,6.2102988268340935,2,1,2,1,5,1,6,1
14520,Danilo Pires,42,Realme,Realme 12 Pro,285.85,BRL,5.7,5,Positive,Brazil,Portuguese,2024-10-21,True,5,4,4,4,5,3,BestBuy,5.65895943104788,2,1,2,1,4,15,1,1
14521,Derek Rosario,37,Motorola,Edge 50,782.55,CAD,1.38,5,Positive,Canada,English,2025-06-28,False,5,4,4,4,5,8,Flipkart,6.663834875969225,2,0,2,0,2,0,2,1
14523,Tara Brewer,19,OnePlus,OnePlus Nord 3,579.64,AED,3.67,4,Positive,UAE,English,2024-08-26,False,2,2,4,3,4,7,AliExpress,6.36413094346476,2,0,2,0,3,9,5,1
14526,Mrs Charlotte Ward,30,Xiaomi,Redmi Note 13,671.47,GBP,0.78,5,Positive,UK,English,2023-06-05,True,5,5,5,5,3,1,Flipkart,6.510957500815526,2,1,2,1,6,17,6,1
14527,Isaiah Vig,20,Google,Pixel 6,741.47,INR,83.0,5,Positive,India,Hindi,2024-12-07,False,4,3,4,5,4,3,BestBuy,6.609982465820186,2,0,2,0,1,10,4,1
14528,Gina Scott,28,Motorola,Moto G Power,407.1,USD,1.0,4,Positive,USA,English,2023-04-18,True,4,3,4,1,3,6,BestBuy,6.01151224241176,2,1,2,1,2,6,7,1
14529,Otmar Tröst-Krause,26,Google,Pixel 8,777.94,EUR,0.93,4,Positive,Germany,German,2024-03-10,False,5,5,3,2,3,6,BestBuy,6.657934021081566,2,0,2,0,1,12,3,1
14530,Gabriella Alvarez,38,Realme,Realme 12 Pro,442.14,USD,1.0,4,Positive,USA,English,2023-10-18,True,5,3,3,5,4,7,eBay,6.09388574720713,2,1,2,1,4,15,7,1
14531,Dr Kirsty Rogers,28,Motorola,Moto G Power,394.54,GBP,0.78,4,Positive,UK,English,2023-04-26,True,4,3,5,3,5,3,Amazon,5.980251919893879,2,1,2,1,2,6,6,1
14532,Brandon Mccormick,42,Motorola,Razr 40,641.09,AUD,1.53,4,Positive,Australia,English,2023-12-05,True,3,3,1,2,4,3,AliExpress,6.464728480780582,2,1,2,1,2,14,0,1
14533,Phillip Smith,28,Google,Pixel 7a,706.27,CAD,1.38,3,Positive,Canada,English,2023-03-15,True,3,4,2,1,3,4,Flipkart,6.561412488325501,2,1,2,1,1,11,2,1
14535,Abram Lange,18,Motorola,Moto G Power,468.64,EUR,0.93,5,Positive,Germany,German,2023-11-11,True,5,5,5,4,4,3,BestBuy,6.151966443762011,2,1,2,1,2,6,3,1
14538,Annemarie Stahr,44,Realme,Realme Narzo 70,554.1,EUR,0.93,3,Positive,Germany,German,2024-12-28,True,3,2,2,2,2,9,Amazon,6.319148277696116,2,1,2,1,4,16,3,1
14541,Hajo Hölzenbecher,31,Google,Pixel 6,680.02,EUR,0.93,5,Positive,Germany,German,2023-10-27,True,5,5,5,5,5,7,BestBuy,6.523591674293888,2,1,2,1,1,10,3,1
14542,Justin Tyler,31,Google,Pixel 6,854.66,AED,3.67,3,Neutral,UAE,English,2025-07-14,False,5,3,2,4,3,2,BestBuy,6.751873100976731,1,0,1,0,1,10,5,1
14544,Christine Villegas,41,Google,Pixel 7a,714.2,AUD,1.53,5,Positive,Australia,English,2024-01-05,False,4,5,5,5,4,5,Amazon,6.572562223859305,2,0,2,0,1,11,0,1
14546,Andrea Blanchard,18,Samsung,Galaxy S24,1047.98,AUD,1.53,4,Positive,Australia,English,2024-07-29,True,2,1,2,5,4,7,Amazon,6.955573542437612,2,1,2,1,5,3,0,1
14549,Tyler Jackson,31,OnePlus,OnePlus Nord 3,873.76,AED,3.67,4,Positive,UAE,English,2024-06-10,True,2,5,2,5,3,5,eBay,6.773949563020122,2,1,2,1,3,9,5,1
14550,Antony Teixeira,36,Apple,iPhone 15 Pro,1004.43,BRL,5.7,3,Neutral,Brazil,Portuguese,2025-10-13,True,2,5,3,4,4,6,BestBuy,6.913170589683406,1,1,1,1,0,20,1,1
14551,Carolyn Parker,33,Samsung,Galaxy S24,948.63,GBP,0.78,4,Positive,UK,English,2024-04-13,True,5,5,3,3,4,9,BestBuy,6.856072435045802,2,1,2,1,5,3,6,1
14552,Justin Andrews,37,Motorola,Razr 40,798.58,AUD,1.53,5,Positive,Australia,English,2022-12-03,False,4,4,4,5,2,6,BestBuy,6.684086589807174,2,0,2,0,2,14,0,1
14554,Hans-H. Meister,18,Xiaomi,Poco X6,693.12,EUR,0.93,4,Neutral,Germany,German,2023-04-11,True,5,3,4,3,4,4,store,6.542644856222303,1,1,1,1,6,13,3,1
14557,Herr Jurij Kranz,26,Google,Pixel 6,890.4,EUR,0.93,4,Positive,Germany,German,2024-03-14,True,4,4,4,3,4,5,eBay,6.792793260512456,2,1,2,1,1,10,3,1
14558,Theo da Rocha,19,Apple,iPhone 14,1359.83,BRL,5.7,4,Positive,Brazil,Portuguese,2025-04-08,True,4,4,1,3,2,5,eBay,7.215850086694025,2,1,2,1,0,19,1,1
14559,Michael Marquez,32,Motorola,Moto G Power,331.09,CAD,1.38,4,Positive,Canada,English,2023-08-22,True,4,3,3,3,4,4,BestBuy,5.805406016517118,2,1,2,1,2,6,2,1
14560,Angela Diaz,33,Realme,Realme 12 Pro,323.5,USD,1.0,5,Positive,USA,English,2024-08-27,True,5,5,5,2,5,9,eBay,5.782285536144145,2,1,2,1,4,15,7,1
14562,José Miguel Martins,38,Motorola,Razr 40,785.27,BRL,5.7,4,Positive,Brazil,Portuguese,2024-12-22,True,4,4,2,4,3,9,eBay,6.667300244893038,2,1,2,1,2,14,1,1
14565,Marie Johnson,36,Google,Pixel 6,1034.09,GBP,0.78,4,Positive,UK,English,2025-06-26,True,4,4,5,3,5,7,eBay,6.9422436584407095,2,1,2,1,1,10,6,1
14566,Ricky Wong-Turner,42,Motorola,Moto G Power,222.0,GBP,0.78,4,Positive,UK,English,2025-10-21,False,4,3,4,3,4,3,BestBuy,5.407171771460119,2,0,2,0,2,6,6,1
14568,Mark Robinson,22,Google,Pixel 8,1085.72,AED,3.67,4,Neutral,UAE,English,2024-11-22,True,4,4,4,4,2,1,Amazon,6.990919264242873,1,1,1,1,1,12,5,1
14569,Kelly Marshall,33,Xiaomi,Mi 13 Pro,689.16,AUD,1.53,4,Positive,Australia,English,2024-08-10,True,4,5,3,4,5,5,AliExpress,6.536923454768323,2,1,2,1,6,5,0,1
14570,Faruk Trupp-Gerlach,48,Motorola,Edge 50,480.31,EUR,0.93,4,Positive,Germany,German,2024-03-13,False,3,3,4,3,4,4,AliExpress,6.176511553155347,2,0,2,0,2,0,3,1
14573,Mrs Paula Barton,28,OnePlus,OnePlus Nord 3,766.13,GBP,0.78,3,Positive,UK,English,2025-02-15,True,4,3,3,1,2,4,Flipkart,6.642656278530614,2,1,2,1,3,9,6,1
14574,Kimberley Turner,37,OnePlus,OnePlus Nord 3,994.16,GBP,0.78,4,Neutral,UK,English,2023-12-09,True,4,3,1,4,3,4,BestBuy,6.902903528251112,1,1,1,1,3,9,6,1
14577,Liam Pai,18,Motorola,Edge 50,405.14,INR,83.0,4,Positive,India,Hindi,2025-05-23,True,3,5,3,3,3,2,Amazon,6.006697927748571,2,1,2,1,2,0,4,1
14581,Annika Scheibe,30,Motorola,Razr 40,362.11,EUR,0.93,4,Positive,Germany,German,2024-06-20,False,4,3,4,4,4,5,BestBuy,5.894705818663472,2,0,2,0,2,14,3,1
14582,Ferdinand Ruppersberger,22,Samsung,Galaxy Z Flip,741.59,EUR,0.93,3,Neutral,Germany,German,2025-06-03,True,2,4,4,4,4,1,eBay,6.610144075452471,1,1,1,1,5,4,3,1
14584,Alla Süßebier,26,Motorola,Moto G Power,466.07,EUR,0.93,4,Neutral,Germany,German,2025-04-21,True,3,4,4,2,4,3,Flipkart,6.146479139369693,1,1,1,1,2,6,3,1
14586,Kenneth Jackson,19,Motorola,Edge 50,447.85,USD,1.0,5,Positive,USA,English,2024-05-25,True,4,5,3,5,5,7,Amazon,6.106688756202698,2,1,2,1,2,0,7,1
14588,Samantha Bryant,46,Realme,Realme 12 Pro,393.29,CAD,1.38,4,Positive,Canada,English,2023-09-24,True,3,5,3,3,4,6,Amazon,5.977086679162027,2,1,2,1,4,15,2,1
14592,Cynthia Monroe,32,Samsung,Galaxy S24,1055.44,AUD,1.53,5,Positive,Australia,English,2024-03-03,False,4,4,2,5,3,2,eBay,6.9626600441514235,2,0,2,0,5,3,0,1
14596,Rajata Kapur,32,Motorola,Moto G Power,507.52,INR,83.0,4,Positive,India,Hindi,2024-03-13,True,4,3,4,3,3,2,Amazon,6.231504546081922,2,1,2,1,2,6,4,1
14598,Brian Taylor,18,OnePlus,OnePlus Nord 3,434.73,AUD,1.53,4,Positive,Australia,English,2023-06-06,True,4,3,4,4,5,5,AliExpress,6.077022785469567,2,1,2,1,3,9,0,1
14603,Ana Lívia Costela,30,Apple,iPhone 14,1077.98,BRL,5.7,4,Positive,Brazil,Portuguese,2023-05-07,True,2,4,5,5,5,3,BestBuy,6.98377142940516,2,1,2,1,0,19,1,1
14604,Dr Adam Barrett,26,Realme,Realme 12 Pro,495.26,GBP,0.78,4,Positive,UK,English,2025-08-05,True,3,3,5,4,5,4,store,6.2070999829318705,2,1,2,1,4,15,6,1
14606,Sonia Miller,33,Xiaomi,Poco X6,463.52,AUD,1.53,4,Positive,Australia,English,2025-02-23,True,2,3,3,4,2,3,eBay,6.141004614377557,2,1,2,1,6,13,0,1
14607,Dale Hampton,39,Realme,Realme Narzo 70,441.66,AED,3.67,4,Positive,UAE,English,2023-05-16,False,5,4,4,2,2,3,AliExpress,6.092801981013899,2,0,2,0,4,16,5,1
14608,Susan Williams,19,Xiaomi,Redmi Note 13,606.77,CAD,1.38,4,Positive,Canada,English,2024-03-08,True,4,3,3,3,5,5,eBay,6.40979652092297,2,1,2,1,6,17,2,1
14611,Maria Fernanda Câmara,32,Realme,Realme Narzo 70,358.48,BRL,5.7,3,Neutral,Brazil,Portuguese,2023-10-18,True,4,5,4,5,5,5,store,5.884658542790173,1,1,1,1,4,16,1,1
14615,Jordan Daniels,34,Samsung,Galaxy Note 20,1178.47,USD,1.0,4,Positive,USA,English,2023-10-24,False,2,5,1,4,2,7,eBay,7.072820464018121,2,0,2,0,5,2,7,1
14617,Victoria Ward,20,Samsung,Galaxy A55,720.85,GBP,0.78,4,Positive,UK,English,2025-10-19,True,3,5,4,3,4,3,AliExpress,6.5818173610758235,2,1,2,1,5,1,6,1
14620,Giovanna Silva,27,Motorola,Edge 50,560.05,BRL,5.7,3,Neutral,Brazil,Portuguese,2023-01-03,True,3,5,5,4,4,4,Flipkart,6.329810028110876,1,1,1,1,2,0,1,1
14621,Davi Lucca Castro,29,Realme,Realme 12 Pro,424.63,BRL,5.7,3,Positive,Brazil,Portuguese,2023-03-20,True,4,1,4,1,2,6,Flipkart,6.053570424265026,2,1,2,1,4,15,1,1
14622,Yochana Batra,39,Xiaomi,Mi 13 Pro,367.21,INR,83.0,5,Positive,India,Hindi,2024-10-15,True,4,5,4,4,5,5,AliExpress,5.908653427582808,2,1,2,1,6,5,4,1
14625,Samantha Miller,39,Apple,iPhone SE,1473.1,CAD,1.38,5,Positive,Canada,English,2023-05-17,True,5,4,4,3,3,7,Flipkart,7.295802913053232,2,1,2,1,0,21,2,1
14626,Astrid Gieß,33,Google,Pixel 6,1065.09,EUR,0.93,5,Positive,Germany,German,2023-04-01,True,4,4,3,5,4,7,Flipkart,6.971753028929321,2,1,2,1,1,10,3,1
14628,Agnieszka Siering,18,Motorola,Moto G Power,532.12,EUR,0.93,4,Neutral,Germany,German,2023-02-20,True,3,4,5,5,2,3,BestBuy,6.278746539538423,1,1,1,1,2,6,3,1
14629,Micheal Watkins,35,Samsung,Galaxy S24,1281.1,CAD,1.38,4,Positive,Canada,English,2024-02-06,True,5,4,3,2,3,5,Flipkart,7.156254637558655,2,1,2,1,5,3,2,1
